Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
6/9/13,0:45:56,69,71,8,6,8
6/10/13,1:45:56,68,56,10,3,10
6/11/13,2:45:56,69,57,1,17,9
6/12/13,3:45:56,65,57,6,27,18
6/13/13,4:45:56,66,78,10,2,9
6/14/13,5:45:56,68,71,19,24,3
6/15/13,6:45:56,70,70,19,22,18
6/16/13,7:45:56,65,68,13,22,11
6/17/13,8:45:56,67,74,19,4,9
6/18/13,9:45:56,68,64,13,27,16
6/19/13,10:45:56,68,72,2,24,18
6/20/13,11:45:56,68,72,5,30,19
6/21/13,12:45:56,69,59,8,8,1
6/22/13,13:45:56,69,80,12,16,4
6/23/13,14:45:56,67,71,12,10,18
6/24/13,15:45:56,69,62,6,27,3
6/25/13,16:45:56,69,57,6,9,2
6/26/13,17:45:56,69,74,5,9,6
6/27/13,18:45:56,68,68,10,12,18
6/28/13,19:45:56,68,78,18,12,11
6/29/13,20:45:56,67,57,4,10,4
6/30/13,21:45:56,67,77,13,30,5
6/1/13,22:45:56,68,62,19,11,10
6/2/13,23:45:56,65,66,5,18,3
6/3/13,0:45:56,67,56,20,16,16
6/4/13,1:45:56,67,75,7,10,9
6/5/13,2:45:56,69,67,19,7,6
6/6/13,3:45:56,70,74,4,3,10
6/7/13,4:45:56,69,66,8,11,12
6/8/13,5:45:56,65,62,20,26,13
6/9/13,6:45:56,66,71,14,4,7
6/10/13,7:45:56,65,58,7,2,15
6/11/13,8:45:56,67,75,6,5,20
6/12/13,9:45:56,65,68,15,17,12
6/13/13,10:45:56,70,65,5,18,11
6/14/13,11:45:56,70,77,20,19,3
6/15/13,12:45:56,65,68,1,9,12
6/16/13,13:45:56,68,64,7,17,6
6/17/13,14:45:56,68,57,11,19,11
6/18/13,15:45:56,67,59,7,12,18
6/19/13,16:45:56,69,72,16,5,13
6/20/13,17:45:56,66,76,17,2,12
6/21/13,18:45:56,69,69,6,19,15
6/22/13,0:00:01,68,77,9,26,20
6/23/13,1:00:01,67,60,9,12,3
6/24/13,2:00:01,70,74,1,1,1
6/25/13,3:00:01,66,77,18,9,16
6/26/13,4:00:01,69,78,13,15,12
6/27/13,5:00:01,65,67,15,15,3
6/28/13,6:00:01,67,59,7,2,16
6/29/13,7:00:01,67,76,5,27,12
6/30/13,8:00:01,70,72,14,6,15
6/1/13,9:00:01,67,69,2,3,6
6/2/13,10:00:01,67,72,7,22,5
6/3/13,11:00:01,65,57,10,29,16
6/4/13,12:00:01,70,72,4,22,12
6/5/13,13:00:01,67,59,4,4,18
6/6/13,14:00:01,67,56,2,10,4
6/7/13,15:00:01,70,58,14,2,2
6/8/13,16:00:01,70,79,12,19,4
6/9/13,17:00:01,69,66,19,28,10
6/10/13,18:00:01,70,71,4,5,15
6/11/13,19:00:01,66,76,19,16,14
6/12/13,20:00:01,68,76,8,19,16
6/13/13,21:00:01,67,77,5,25,16
6/14/13,22:00:01,70,79,2,17,19
6/15/13,23:00:01,70,64,18,20,18
6/16/13,0:13:19,69,74,10,6,11
6/17/13,1:13:19,67,61,1,8,13
6/18/13,2:13:19,67,69,5,27,5
6/19/13,3:13:19,69,72,1,4,7
6/20/13,4:13:19,66,73,6,27,20
6/21/13,5:13:19,68,72,4,15,19
6/22/13,6:13:19,67,78,9,4,11
6/23/13,7:13:19,70,80,16,15,7
6/24/13,8:13:19,67,57,7,13,10
6/25/13,9:13:19,70,77,12,6,1
6/26/13,10:13:19,70,65,17,9,2
6/27/13,11:13:19,70,74,6,2,19
6/28/13,12:13:19,70,55,1,19,14
6/29/13,13:13:19,68,63,1,25,11
6/30/13,14:13:19,68,76,13,2,13
6/1/13,15:13:19,67,78,15,14,3
6/2/13,16:13:19,69,67,12,1,10
6/3/13,17:13:19,66,62,18,18,18
6/4/13,18:13:19,67,55,3,29,19
6/5/13,19:13:19,66,73,12,11,14
6/6/13,20:13:19,67,69,8,26,15
6/7/13,21:13:19,65,72,18,12,10
6/8/13,22:13:19,68,59,7,9,16
6/9/13,23:13:19,68,55,1,24,3
6/10/13,0:43:51,67,58,8,29,3
6/11/13,1:43:51,65,56,15,11,14
6/12/13,2:43:51,66,69,16,9,14
6/13/13,3:43:51,66,79,13,16,3
6/14/13,4:43:51,69,76,4,11,6
6/15/13,5:43:51,67,56,16,6,8
6/16/13,6:43:51,69,78,18,29,5
6/17/13,7:43:51,70,55,17,29,18
6/18/13,8:43:51,70,80,2,21,15
6/19/13,9:43:51,67,61,16,22,8
6/20/13,10:43:51,66,77,10,20,15
6/21/13,11:43:51,70,70,20,16,8
6/22/13,12:43:51,66,71,8,7,1
6/23/13,13:43:51,67,61,12,2,7
6/24/13,14:43:51,67,64,18,7,8
6/25/13,15:43:51,65,65,6,1,7
6/26/13,16:43:51,65,59,8,3,16
6/27/13,17:43:51,67,71,15,19,18
6/28/13,18:43:51,68,64,16,24,10
6/29/13,19:43:51,69,65,18,30,16
6/30/13,20:43:51,67,66,6,10,9
6/1/13,21:43:51,70,61,3,3,18
6/2/13,22:43:51,65,57,10,4,3
6/3/13,23:43:51,65,71,5,15,19
6/4/13,0:13:20,70,70,11,28,20
6/5/13,1:13:20,67,58,13,22,8
6/6/13,2:13:20,68,66,2,4,9
6/7/13,3:13:20,70,71,3,26,14
6/8/13,4:13:20,67,66,20,29,12
6/9/13,5:13:20,70,60,1,19,14
6/10/13,6:13:20,67,76,9,19,2
6/11/13,7:13:20,65,72,9,24,7
6/12/13,8:13:20,68,73,3,3,7
6/13/13,9:13:20,68,74,11,14,3
6/14/13,10:13:20,69,74,10,27,8
6/15/13,11:13:20,69,66,19,1,11
6/16/13,12:13:20,65,76,3,17,1
6/17/13,13:13:20,66,78,20,29,6
6/18/13,14:13:20,65,67,10,2,18
6/19/13,15:13:20,66,64,7,13,2
6/20/13,16:13:20,70,74,15,18,14
6/21/13,17:13:20,70,74,20,6,10
6/22/13,18:13:20,68,67,9,22,9
6/23/13,19:13:20,66,60,15,13,17
6/24/13,20:13:20,67,78,3,1,18
6/25/13,21:13:20,70,66,14,21,6
6/26/13,22:13:20,68,75,19,27,2
6/27/13,23:13:20,67,61,14,2,8
6/28/13,0:33:07,67,78,19,19,15
6/29/13,1:33:07,65,66,1,26,10
6/30/13,2:33:07,68,79,4,2,18
6/1/13,3:33:07,69,60,2,15,14
6/2/13,4:33:07,69,72,20,22,14
6/3/13,5:33:07,68,76,19,17,18
6/4/13,6:33:07,70,65,5,18,20
6/5/13,7:33:07,65,59,16,15,2
6/6/13,8:33:07,69,76,13,18,8
6/7/13,9:33:07,68,71,16,18,2
6/8/13,10:33:07,67,73,1,9,2
6/9/13,11:33:07,66,62,1,14,8
6/10/13,12:33:07,68,79,4,17,2
6/11/13,13:33:07,65,58,7,17,1
6/12/13,14:33:07,69,64,9,22,8
6/13/13,15:33:07,67,64,16,28,18
6/14/13,16:33:07,68,60,4,4,5
6/15/13,17:33:07,68,64,15,17,17
6/16/13,18:33:07,69,71,13,26,5
6/17/13,19:33:07,65,78,4,29,1
6/18/13,20:33:07,68,67,14,9,8
6/19/13,21:33:07,65,60,1,6,6
6/20/13,22:33:07,69,70,6,1,19
6/21/13,23:33:07,68,73,9,10,20
6/22/13,0:00:01,67,69,15,19,1
6/23/13,1:00:01,66,63,10,12,12
6/24/13,2:00:01,69,65,5,3,16
6/25/13,3:00:01,69,56,1,7,2
6/26/13,4:00:01,69,58,11,8,17
6/27/13,5:00:01,65,58,14,14,7
6/28/13,6:00:01,67,73,9,17,3
6/29/13,7:00:01,66,56,10,14,15
6/30/13,8:00:01,65,78,7,15,10
6/1/13,9:00:01,66,58,11,21,2
6/2/13,10:00:01,67,64,9,23,15
6/3/13,11:00:01,68,76,18,17,14
6/4/13,12:00:01,66,74,1,1,7
6/5/13,13:00:01,69,61,12,7,19
6/6/13,14:00:01,65,60,18,16,20
6/7/13,15:00:01,70,72,12,26,14
6/8/13,16:00:01,70,67,20,2,19
6/9/13,17:00:01,68,66,9,25,7
6/10/13,18:00:01,66,71,1,24,7
6/11/13,19:00:01,69,60,18,11,4
6/12/13,20:00:01,70,63,20,11,5
6/13/13,21:00:01,65,73,3,8,2
6/14/13,22:00:01,69,68,20,11,14
6/15/13,23:00:01,65,55,7,27,13
6/16/13,0:13:19,68,78,7,7,7
6/17/13,1:13:19,68,59,3,1,12
6/18/13,2:13:19,65,71,16,14,9
6/19/13,3:13:19,67,56,16,2,1
6/20/13,4:13:19,70,77,13,19,14
6/21/13,5:13:19,70,65,3,14,6
6/22/13,6:13:19,69,63,8,29,8
6/23/13,7:13:19,69,71,2,20,18
6/24/13,8:13:19,69,74,8,28,7
6/25/13,9:13:19,67,70,9,27,18
6/26/13,10:13:19,65,76,17,13,18
6/27/13,11:13:19,65,73,11,2,10
6/28/13,12:13:19,66,55,19,28,11
6/29/13,13:13:19,66,77,2,7,15
6/30/13,14:13:19,65,64,2,3,13
6/1/13,15:13:19,68,66,8,20,20
6/2/13,16:13:19,69,56,17,11,19
6/3/13,17:13:19,66,75,17,1,16
6/4/13,18:13:19,65,65,9,14,7
6/5/13,19:13:19,65,70,15,7,15
6/6/13,20:13:19,70,58,6,25,11
6/7/13,21:13:19,67,73,17,26,4
6/8/13,22:13:19,70,67,7,16,5
6/9/13,23:13:19,69,70,11,14,19
6/10/13,0:43:51,68,71,14,10,8
6/11/13,1:43:51,67,57,1,28,16
6/12/13,2:43:51,65,66,20,12,4
6/13/13,3:43:51,66,69,18,15,14
6/14/13,4:43:51,69,62,2,14,6
6/15/13,5:43:51,69,56,10,7,13
6/16/13,6:43:51,70,68,4,9,8
6/17/13,7:43:51,66,73,20,8,7
6/18/13,8:43:51,68,60,18,12,11
6/19/13,9:43:51,70,66,4,11,10
6/20/13,10:43:51,69,61,1,7,20
6/21/13,11:43:51,67,74,19,30,6
6/22/13,12:43:51,70,59,3,28,13
6/23/13,13:43:51,70,67,7,19,1
6/24/13,14:43:51,69,59,9,22,18
6/25/13,15:43:51,66,69,1,25,5
6/26/13,16:43:51,69,61,17,23,10
6/27/13,17:43:51,68,60,10,2,17
6/28/13,18:43:51,67,79,20,12,16
6/29/13,19:43:51,67,59,2,21,2
6/30/13,20:43:51,69,62,10,8,6
6/1/13,21:43:51,67,79,11,23,20
6/2/13,22:43:51,66,73,19,24,5
6/3/13,23:43:51,70,71,2,15,3
6/4/13,0:13:20,69,55,18,21,19
6/5/13,1:13:20,70,67,13,4,11
6/6/13,2:13:20,69,65,2,30,3
6/7/13,3:13:20,67,57,1,28,3
6/8/13,4:13:20,69,74,17,16,18
6/9/13,5:13:20,70,79,7,20,15
6/10/13,6:13:20,66,77,19,30,8
6/11/13,7:13:20,68,71,11,3,18
6/12/13,8:13:20,66,56,11,18,13
6/13/13,9:13:20,68,60,18,15,9
6/14/13,10:13:20,67,67,15,3,8
6/15/13,11:13:20,67,70,6,22,13
6/16/13,12:13:20,69,77,13,8,16
6/17/13,13:13:20,68,69,15,28,19
6/18/13,14:13:20,67,72,12,6,12
6/19/13,15:13:20,65,69,13,24,11
6/20/13,16:13:20,65,64,8,19,17
6/21/13,17:13:20,68,69,6,15,12
6/22/13,18:13:20,66,74,10,3,6
6/23/13,19:13:20,69,59,2,29,5
6/24/13,20:13:20,65,63,8,10,18
6/25/13,21:13:20,68,65,18,22,6
6/26/13,22:13:20,67,58,3,20,6
6/27/13,23:13:20,69,65,3,9,10
6/28/13,0:33:07,65,76,10,1,4
6/29/13,1:33:07,67,74,4,30,13
6/30/13,2:33:07,66,71,8,11,2
6/1/13,3:33:07,68,78,15,6,5
6/2/13,4:33:07,68,62,6,1,13
6/3/13,5:33:07,67,63,1,14,18
6/4/13,6:33:07,67,65,13,16,1
6/5/13,7:33:07,69,71,2,9,17
6/6/13,8:33:07,67,71,14,12,14
6/7/13,9:33:07,67,61,7,11,12
6/8/13,10:33:07,68,64,6,29,18
6/9/13,11:33:07,65,69,11,18,16
6/10/13,12:33:07,70,75,10,26,4
6/11/13,13:33:07,65,68,1,13,2
6/12/13,14:33:07,67,77,8,22,7
6/13/13,15:33:07,69,68,17,7,14
6/14/13,16:33:07,66,63,7,23,6
6/15/13,17:33:07,68,78,19,8,18
6/16/13,18:33:07,68,76,2,12,9
6/17/13,19:33:07,66,74,8,17,16
6/18/13,20:33:07,69,76,15,10,13
6/19/13,21:33:07,69,64,17,24,10
6/20/13,22:33:07,68,64,1,5,15
6/21/13,23:33:07,66,60,3,19,3
6/22/13,0:00:01,69,77,11,14,8
6/23/13,1:00:01,68,71,19,13,6
6/24/13,2:00:01,68,77,17,22,17
6/25/13,3:00:01,70,73,17,14,10
6/26/13,4:00:01,65,62,6,14,7
6/27/13,5:00:01,68,60,2,19,17
6/28/13,6:00:01,67,55,17,1,14
6/29/13,7:00:01,69,75,1,21,20
6/30/13,8:00:01,66,71,6,28,19
6/1/13,9:00:01,69,67,8,9,6
6/2/13,10:00:01,66,69,7,2,2
6/3/13,11:00:01,69,78,18,28,6
6/4/13,12:00:01,70,73,19,23,11
6/5/13,13:00:01,70,75,13,21,17
6/6/13,14:00:01,67,72,5,30,5
6/7/13,15:00:01,70,65,2,19,4
6/8/13,16:00:01,70,59,15,8,1
6/9/13,17:00:01,67,62,13,5,17
6/10/13,18:00:01,70,67,18,2,8
6/11/13,19:00:01,68,74,17,11,1
6/12/13,20:00:01,69,71,11,12,1
6/13/13,21:00:01,65,72,19,30,8
6/14/13,22:00:01,69,61,18,9,10
6/15/13,23:00:01,70,77,8,15,3
6/16/13,0:13:19,65,64,1,8,11
6/17/13,1:13:19,67,65,5,5,15
6/18/13,2:13:19,69,75,17,29,5
6/19/13,3:13:19,68,64,19,10,10
6/20/13,4:13:19,70,62,19,3,10
6/21/13,5:13:19,70,68,15,17,10
6/22/13,6:13:19,65,79,18,19,20
6/23/13,7:13:19,66,63,12,26,11
6/24/13,8:13:19,67,65,18,25,13
6/25/13,9:13:19,67,74,10,13,15
6/26/13,10:13:19,65,80,13,21,10
6/27/13,11:13:19,70,80,5,7,19
6/28/13,12:13:19,70,59,18,14,3
6/29/13,13:13:19,70,59,14,20,19
6/30/13,14:13:19,69,74,12,6,19
6/1/13,15:13:19,70,73,6,16,3
6/2/13,16:13:19,68,64,7,7,2
6/3/13,17:13:19,70,74,6,17,8
6/4/13,18:13:19,66,58,16,12,17
6/5/13,19:13:19,65,78,20,26,16
6/6/13,20:13:19,70,68,6,13,5
6/7/13,21:13:19,69,67,9,24,18
6/8/13,22:13:19,69,66,15,29,2
6/9/13,23:13:19,69,79,11,15,3
6/10/13,0:43:51,69,78,4,9,9
6/11/13,1:43:51,66,74,16,8,9
6/12/13,2:43:51,69,61,20,7,2
6/13/13,3:43:51,66,58,3,4,1
6/14/13,4:43:51,70,57,4,23,18
6/15/13,5:43:51,65,76,9,17,19
6/16/13,6:43:51,67,57,4,21,4
6/17/13,7:43:51,69,73,14,6,11
6/18/13,8:43:51,69,61,9,25,20
6/19/13,9:43:51,67,75,17,6,18
6/20/13,10:43:51,66,72,16,10,5
6/21/13,11:43:51,65,65,7,8,1
6/22/13,12:43:51,67,70,3,11,12
6/23/13,13:43:51,67,76,9,25,15
6/24/13,14:43:51,70,69,8,29,10
6/25/13,15:43:51,67,57,12,9,2
6/26/13,16:43:51,67,61,13,23,13
6/27/13,17:43:51,66,66,10,6,10
6/28/13,18:43:51,66,69,7,2,19
6/29/13,19:43:51,66,68,1,18,7
6/30/13,20:43:51,67,76,11,15,14
6/1/13,21:43:51,67,63,20,19,15
6/2/13,22:43:51,70,74,16,29,17
6/3/13,23:43:51,67,78,10,12,13
6/4/13,0:13:20,66,64,9,20,4
6/5/13,1:13:20,66,60,10,1,12
6/6/13,2:13:20,70,75,12,23,10
6/7/13,3:13:20,70,58,16,19,11
6/8/13,4:13:20,66,60,18,20,19
6/9/13,5:13:20,65,56,14,20,5
6/10/13,6:13:20,65,57,1,5,17
6/11/13,7:13:20,65,55,3,23,10
6/12/13,8:13:20,67,71,19,6,9
6/13/13,9:13:20,69,63,4,18,4
6/14/13,10:13:20,67,65,13,30,4
6/15/13,11:13:20,70,71,9,5,15
6/16/13,12:13:20,67,59,18,15,1
6/17/13,13:13:20,69,73,13,17,17
6/18/13,14:13:20,69,75,13,25,4
6/19/13,15:13:20,68,67,11,19,14
6/20/13,16:13:20,65,68,16,27,10
6/21/13,17:13:20,69,78,18,6,4
6/22/13,18:13:20,68,68,1,15,8
6/23/13,19:13:20,70,62,4,27,18
6/24/13,20:13:20,70,80,6,26,13
6/25/13,21:13:20,65,74,15,23,19
6/26/13,22:13:20,68,67,11,20,2
6/27/13,23:13:20,67,65,10,11,6
6/28/13,0:33:07,65,73,13,3,2
6/29/13,1:33:07,68,76,7,20,19
6/30/13,2:33:07,66,74,14,11,4
6/1/13,3:33:07,67,62,1,7,1
6/2/13,4:33:07,70,73,14,12,4
6/3/13,5:33:07,65,62,2,12,19
6/4/13,6:33:07,65,75,8,21,20
6/5/13,7:33:07,67,77,19,13,16
6/6/13,8:33:07,66,66,5,14,17
6/7/13,9:33:07,66,58,3,1,5
6/8/13,10:33:07,67,70,10,6,1
6/9/13,11:33:07,69,55,2,7,6
6/10/13,12:33:07,70,61,8,26,10
6/11/13,13:33:07,70,80,1,26,20
6/12/13,14:33:07,65,80,17,24,17
6/13/13,15:33:07,65,75,16,20,18
6/14/13,16:33:07,67,64,7,14,19
6/15/13,17:33:07,67,68,16,15,6
6/16/13,18:33:07,69,61,16,12,14
6/17/13,19:33:07,69,72,5,20,7
6/18/13,20:33:07,68,60,10,21,3
6/19/13,21:33:07,69,64,9,11,15
6/20/13,22:33:07,66,61,12,20,15
6/21/13,23:33:07,70,59,19,15,9
6/22/13,0:00:01,66,77,8,4,15
6/23/13,1:00:01,65,57,19,24,15
6/24/13,2:00:01,70,66,5,5,9
6/25/13,3:00:01,67,55,10,10,17
6/26/13,4:00:01,66,64,17,3,8
6/27/13,5:00:01,70,75,5,1,16
6/28/13,6:00:01,65,77,1,21,15
6/29/13,7:00:01,65,59,15,21,19
6/30/13,8:00:01,67,80,3,14,19
6/1/13,9:00:01,67,55,8,18,8
6/2/13,10:00:01,67,71,12,8,11
6/3/13,11:00:01,70,63,10,16,20
6/4/13,12:00:01,66,80,15,9,2
6/5/13,13:00:01,69,59,16,30,17
6/6/13,14:00:01,65,74,15,9,15
6/7/13,15:00:01,69,66,8,3,13
6/8/13,16:00:01,67,67,12,4,20
6/9/13,17:00:01,69,75,3,21,13
6/10/13,18:00:01,70,73,7,9,1
6/11/13,19:00:01,65,68,3,4,14
6/12/13,20:00:01,65,55,6,14,7
6/13/13,21:00:01,70,71,6,5,20
6/14/13,22:00:01,69,62,6,14,4
6/15/13,23:00:01,70,70,8,21,4
6/16/13,0:13:19,69,74,2,22,12
6/17/13,1:13:19,65,72,10,30,16
6/18/13,2:13:19,65,74,7,7,18
6/19/13,3:13:19,69,65,4,4,7
6/20/13,4:13:19,68,73,16,5,10
6/21/13,5:13:19,65,67,1,9,10
6/22/13,6:13:19,70,78,4,21,12
6/23/13,7:13:19,67,61,18,3,9
6/24/13,8:13:19,66,66,9,18,2
6/25/13,9:13:19,66,77,15,17,16
6/26/13,10:13:19,65,79,15,13,20
6/27/13,11:13:19,67,76,7,18,12
6/28/13,12:13:19,70,57,9,12,1
6/29/13,13:13:19,67,73,15,6,12
6/30/13,14:13:19,68,62,9,10,3
6/1/13,15:13:19,65,71,4,21,13
6/2/13,16:13:19,67,69,19,11,12
6/3/13,17:13:19,66,79,7,10,10
6/4/13,18:13:19,67,55,4,28,17
6/5/13,19:13:19,70,76,8,13,18
6/6/13,20:13:19,65,58,17,1,3
6/7/13,21:13:19,66,62,1,27,1
6/8/13,22:13:19,67,69,11,12,5
6/9/13,23:13:19,65,63,8,29,14
6/10/13,0:43:51,68,56,13,13,10
6/11/13,1:43:51,67,60,4,20,6
6/12/13,2:43:51,66,59,13,22,3
6/13/13,3:43:51,66,76,11,1,6
6/14/13,4:43:51,67,55,12,9,5
6/15/13,5:43:51,66,57,19,5,4
6/16/13,6:43:51,65,75,8,1,6
6/17/13,7:43:51,67,63,20,22,10
6/18/13,8:43:51,69,77,14,11,12
6/19/13,9:43:51,67,71,8,19,2
6/20/13,10:43:51,65,79,2,13,1
6/21/13,11:43:51,70,63,19,21,8
6/22/13,12:43:51,69,62,13,24,10
6/23/13,13:43:51,70,58,13,9,14
6/24/13,14:43:51,66,66,4,20,7
6/25/13,15:43:51,67,76,5,20,6
6/26/13,16:43:51,66,55,11,6,5
6/27/13,17:43:51,65,67,11,25,7
6/28/13,18:43:51,69,70,15,23,17
6/29/13,19:43:51,65,64,9,24,1
6/30/13,20:43:51,70,61,12,21,8
6/1/13,21:43:51,67,70,1,26,17
6/2/13,22:43:51,66,80,2,6,4
6/3/13,23:43:51,65,77,7,11,6
6/4/13,0:13:20,70,63,18,14,15
6/5/13,1:13:20,69,71,1,9,11
6/6/13,2:13:20,69,74,15,30,8
6/7/13,3:13:20,65,74,15,10,15
6/8/13,4:13:20,69,74,14,14,12
6/9/13,5:13:20,66,62,20,18,10
6/10/13,6:13:20,70,66,13,30,8
6/11/13,7:13:20,66,77,5,29,19
6/12/13,8:13:20,67,79,3,23,15
6/13/13,9:13:20,68,71,9,12,2
6/14/13,10:13:20,67,64,17,25,5
6/15/13,11:13:20,69,57,5,12,2
6/16/13,12:13:20,68,66,17,8,10
6/17/13,13:13:20,69,80,3,24,5
6/18/13,14:13:20,67,62,13,29,14
6/19/13,15:13:20,67,68,5,12,9
6/20/13,16:13:20,68,80,6,1,4
6/21/13,17:13:20,65,80,9,2,10
6/22/13,18:13:20,70,58,17,1,15
6/23/13,19:13:20,70,79,8,5,4
6/24/13,20:13:20,67,59,4,25,18
6/25/13,21:13:20,67,73,6,7,13
6/26/13,22:13:20,65,61,10,2,14
6/27/13,23:13:20,67,76,5,2,4
6/28/13,0:33:07,68,79,1,15,3
6/29/13,1:33:07,65,70,16,5,3
6/30/13,2:33:07,68,60,14,19,17
6/1/13,3:33:07,68,76,13,19,2
6/2/13,4:33:07,70,63,3,19,6
6/3/13,5:33:07,69,76,12,4,13
6/4/13,6:33:07,65,61,13,1,19
6/5/13,7:33:07,66,59,15,30,1
6/6/13,8:33:07,68,70,2,4,16
6/7/13,9:33:07,69,71,12,18,13
6/8/13,10:33:07,67,58,12,28,20
6/9/13,11:33:07,66,65,6,4,4
6/10/13,12:33:07,67,70,19,2,2
6/11/13,13:33:07,67,65,12,22,12
6/12/13,14:33:07,69,68,15,13,5
6/13/13,15:33:07,70,75,10,2,17
6/14/13,16:33:07,67,79,15,19,8
6/15/13,17:33:07,65,62,20,22,20
6/16/13,18:33:07,65,62,5,11,19
6/17/13,19:33:07,67,60,2,23,5
6/18/13,20:33:07,66,76,1,28,14
6/19/13,21:33:07,66,55,17,13,3
6/20/13,22:33:07,69,77,7,23,7
6/21/13,23:33:07,70,74,9,7,20
6/22/13,0:45:56,69,61,14,25,20
6/23/13,1:45:56,65,62,4,24,19
6/24/13,2:45:56,68,78,16,30,5
6/25/13,3:45:56,67,57,12,21,16
6/26/13,4:45:56,67,57,5,29,13
6/27/13,5:45:56,70,71,2,7,3
6/28/13,6:45:56,67,64,3,10,18
6/29/13,7:45:56,68,67,15,9,16
6/30/13,8:45:56,66,68,4,4,7
6/1/13,9:45:56,67,56,16,20,3
6/2/13,10:45:56,67,63,17,28,10
6/3/13,11:45:56,65,72,13,24,15
6/4/13,12:45:56,70,56,18,30,19
6/5/13,13:45:56,68,64,11,14,19
6/6/13,14:45:56,69,57,6,27,14
6/7/13,15:45:56,70,70,19,23,12
6/8/13,16:45:56,67,61,3,28,1
6/9/13,17:45:56,65,77,17,23,7
6/10/13,18:45:56,66,78,19,27,5
6/11/13,19:45:56,68,63,8,27,3
6/12/13,20:45:56,65,66,14,5,6
6/13/13,21:45:56,67,69,8,18,4
6/14/13,22:45:56,66,63,17,23,7
6/15/13,23:45:56,68,62,3,7,11
6/16/13,0:45:56,69,67,19,27,9
6/17/13,1:45:56,70,61,11,19,15
6/18/13,2:45:56,68,69,8,18,15
6/19/13,3:45:56,68,79,7,13,8
6/20/13,4:45:56,70,71,13,21,4
6/21/13,5:45:56,66,62,15,18,16
6/22/13,6:45:56,70,57,7,19,5
6/23/13,7:45:56,66,70,11,4,7
6/24/13,8:45:56,68,60,20,3,14
6/25/13,9:45:56,69,63,20,23,4
6/26/13,10:45:56,69,71,14,8,13
6/27/13,11:45:56,69,76,12,9,17
6/28/13,12:45:56,70,68,3,18,1
6/29/13,13:45:56,70,77,18,15,8
6/30/13,14:45:56,70,60,7,9,9
6/1/13,15:45:56,69,60,14,20,5
6/2/13,16:45:56,66,56,5,23,11
6/3/13,17:45:56,66,77,17,9,17
6/4/13,18:45:56,65,79,14,8,2
6/5/13,19:45:56,68,66,12,26,18
6/6/13,20:45:56,70,66,5,18,5
6/7/13,21:45:56,66,71,10,19,19
6/8/13,22:45:56,68,69,15,21,11
6/9/13,23:45:56,68,72,20,22,17
6/10/13,0:45:56,66,76,8,9,17
6/11/13,1:45:56,66,61,2,21,20
6/12/13,2:45:56,66,67,3,28,12
6/13/13,3:45:56,70,78,5,30,10
6/14/13,4:45:56,67,63,3,21,18
6/15/13,5:45:56,66,66,11,26,13
6/16/13,6:45:56,68,80,10,28,4
6/17/13,7:45:56,66,67,1,14,17
6/18/13,8:45:56,68,70,6,11,16
6/19/13,9:45:56,68,74,7,12,10
6/20/13,10:45:56,66,74,2,19,4
6/21/13,11:45:56,65,79,14,30,11
6/22/13,12:45:56,66,65,16,29,5
6/23/13,13:45:56,69,73,2,4,6
6/24/13,14:45:56,65,73,15,4,1
6/25/13,15:45:56,70,62,14,27,14
6/26/13,16:45:56,70,59,18,7,16
6/27/13,17:45:56,70,76,8,2,17
6/28/13,18:45:56,67,71,15,14,12
6/29/13,0:00:01,68,61,18,13,9
6/30/13,1:00:01,69,57,2,27,19
6/1/13,2:00:01,70,58,15,9,19
6/2/13,3:00:01,65,76,9,26,10
6/3/13,4:00:01,69,80,10,3,17
6/4/13,5:00:01,68,56,15,16,17
6/5/13,6:00:01,68,69,19,30,3
6/6/13,7:00:01,70,56,10,4,18
6/7/13,8:00:01,68,71,9,19,8
6/8/13,9:00:01,66,69,11,18,16
6/9/13,10:00:01,66,59,17,17,2
6/10/13,11:00:01,69,67,4,22,12
6/11/13,12:00:01,67,68,11,20,5
6/12/13,13:00:01,69,78,14,4,2
6/13/13,14:00:01,68,56,9,19,20
6/14/13,15:00:01,65,73,12,23,14
6/15/13,16:00:01,70,58,1,27,12
6/16/13,17:00:01,65,75,6,12,11
6/17/13,18:00:01,68,65,3,18,3
6/18/13,19:00:01,65,55,15,2,10
6/19/13,20:00:01,65,80,3,11,2
6/20/13,21:00:01,67,71,19,5,1
6/21/13,22:00:01,67,56,8,16,20
6/22/13,23:00:01,68,80,12,4,4
6/23/13,0:13:19,70,78,6,27,18
6/24/13,1:13:19,68,68,16,30,5
6/25/13,2:13:19,69,77,13,27,12
6/26/13,3:13:19,66,75,1,30,17
6/27/13,4:13:19,67,70,11,6,4
6/28/13,5:13:19,67,67,10,30,19
6/29/13,6:13:19,69,76,4,25,1
6/30/13,7:13:19,69,72,11,23,8
6/1/13,8:13:19,65,74,5,5,16
6/2/13,9:13:19,66,79,4,29,7
6/3/13,10:13:19,67,66,20,9,10
6/4/13,11:13:19,68,56,8,2,1
6/5/13,12:13:19,66,57,3,25,11
6/6/13,13:13:19,67,80,6,21,5
6/7/13,14:13:19,68,67,18,5,20
6/8/13,15:13:19,65,71,20,13,1
6/9/13,16:13:19,69,74,4,28,1
6/10/13,17:13:19,68,60,7,1,10
6/11/13,18:13:19,69,80,17,12,19
6/12/13,19:13:19,70,71,20,9,14
